domain,category,content_type,level,id_or_title,detail
AWS Cloud,Cloud,company_ticket,Beginner,BILL-1301 — Create a secure static-site and compute sandbox design with cost controls,Create a secure static-site and compute sandbox design with cost controls. Business impact: Internal team productivity
AWS Cloud,Cloud,company_ticket,Intermediate,BILL-1302 — Design and troubleshoot a highly available web application across availability zones,Design and troubleshoot a highly available web application across availability zones. Business impact: Staging reliability and release flow
AWS Cloud,Cloud,company_ticket,Advanced,BILL-1303 — Create a multi-account security and disaster-recovery operating model,Create a multi-account security and disaster-recovery operating model. Business impact: Customer-facing production reliability
AWS Cloud,Cloud,company_ticket,Master,BILL-1304 — Design an AWS landing zone and internal platform for multiple business units,"Design an AWS landing zone and internal platform for multiple business units. Business impact: Enterprise platform, governance, and business continuity"
AWS Cloud,Cloud,production_incident,SEV-2,INC-013 — Production degradation involving AWS Cloud,Create a multi-account security and disaster-recovery operating model. Customer impact: Customer-facing production reliability
AWS Cloud,Cloud,enterprise_capstone,Master,CAP-013 — Enterprise AWS Cloud delivery project,"Design, implement, validate, secure, document, and operationalize a company-grade solution using AWS Cloud as part of an end-to-end DevOps platform."
Microsoft Azure,Cloud,command_or_configuration_example,,az account show,
Microsoft Azure,Cloud,command_or_configuration_example,,az group list,
Microsoft Azure,Cloud,command_or_configuration_example,,az identity list,
Microsoft Azure,Cloud,command_or_configuration_example,,az monitor metrics list,
Microsoft Azure,Cloud,command_or_configuration_example,,az network vnet list,
Microsoft Azure,Cloud,command_or_configuration_example,,az policy assignment list,
Microsoft Azure,Cloud,command_or_configuration_example,,az role assignment list,
Microsoft Azure,Cloud,command_or_configuration_example,,az storage account list,
Microsoft Azure,Cloud,command_or_configuration_example,,az vm list,
Microsoft Azure,Cloud,command_or_configuration_example,,az webapp log tail,
Microsoft Azure,Cloud,command_or_configuration_example,,cost management exports,
Microsoft Azure,Cloud,command_or_configuration_example,,management groups,
Microsoft Azure,Cloud,command_or_configuration_example,,policy initiatives,
Microsoft Azure,Cloud,company_workflow,Beginner,Beginner,A junior engineer deploys tagged resources in a sandbox group with approved identity and budget boundaries.
Microsoft Azure,Cloud,lesson,Beginner,Subscriptions And Resource Groups,
Microsoft Azure,Cloud,lesson,Beginner,Microsoft Entra Id,
Microsoft Azure,Cloud,lesson,Beginner,Virtual Machines,
Microsoft Azure,Cloud,lesson,Beginner,Storage,
Microsoft Azure,Cloud,practice_lab,Beginner,azure-lab-1 — Beginner company lab,"Design a sandbox resource group with VM, storage, identity, and cleanup controls."
Microsoft Azure,Cloud,company_workflow,Intermediate,Intermediate,"An engineer builds a multi-tier environment, configures diagnostics, validates private connectivity, and tests backup restore."
Microsoft Azure,Cloud,lesson,Intermediate,Virtual Networks,
Microsoft Azure,Cloud,lesson,Intermediate,Application Gateway,
Microsoft Azure,Cloud,lesson,Intermediate,Azure Monitor,
Microsoft Azure,Cloud,lesson,Intermediate,Managed Databases,
Microsoft Azure,Cloud,practice_lab,Intermediate,azure-lab-2 — Intermediate company lab,Troubleshoot an application that cannot reach a private managed database.
Microsoft Azure,Cloud,company_workflow,Advanced,Advanced,"A senior engineer applies policy at hierarchy level, replaces secrets with managed identities, and validates regional recovery."
Microsoft Azure,Cloud,lesson,Advanced,Management Groups,
Microsoft Azure,Cloud,lesson,Advanced,Policy,
Microsoft Azure,Cloud,lesson,Advanced,Managed Identities,
Microsoft Azure,Cloud,lesson,Advanced,Disaster Recovery,
Microsoft Azure,Cloud,practice_lab,Advanced,azure-lab-3 — Advanced company lab,Create a governed multi-subscription design with central logging and recovery.
Microsoft Azure,Cloud,company_workflow,Master,Master,"A cloud lead defines management hierarchy, connectivity, identity, platform subscriptions, budgets, and self-service products."
Microsoft Azure,Cloud,lesson,Master,Enterprise-Scale Landing Zone,
Microsoft Azure,Cloud,lesson,Master,Hybrid Platform,
Microsoft Azure,Cloud,lesson,Master,Finops,
Microsoft Azure,Cloud,lesson,Master,Platform Engineering,
Microsoft Azure,Cloud,practice_lab,Master,azure-lab-4 — Master company lab,Design an Azure enterprise landing zone for regulated workloads.
Microsoft Azure,Cloud,company_ticket,Beginner,"BILL-1401 — Design a sandbox resource group with VM, storage, identity, and cleanup controls","Design a sandbox resource group with VM, storage, identity, and cleanup controls. Business impact: Internal team productivity"
Microsoft Azure,Cloud,company_ticket,Intermediate,BILL-1402 — Troubleshoot an application that cannot reach a private managed database,Troubleshoot an application that cannot reach a private managed database. Business impact: Staging reliability and release flow
Microsoft Azure,Cloud,company_ticket,Advanced,BILL-1403 — Create a governed multi-subscription design with central logging and recovery,Create a governed multi-subscription design with central logging and recovery. Business impact: Customer-facing production reliability
Microsoft Azure,Cloud,company_ticket,Master,BILL-1404 — Design an Azure enterprise landing zone for regulated workloads,"Design an Azure enterprise landing zone for regulated workloads. Business impact: Enterprise platform, governance, and business continuity"
Microsoft Azure,Cloud,production_incident,SEV-2,INC-014 — Production degradation involving Microsoft Azure,Create a governed multi-subscription design with central logging and recovery. Customer impact: Customer-facing production reliability
Microsoft Azure,Cloud,enterprise_capstone,Master,CAP-014 — Enterprise Microsoft Azure delivery project,"Design, implement, validate, secure, document, and operationalize a company-grade solution using Microsoft Azure as part of an end-to-end DevOps platform."
Google Cloud Platform,Cloud,command_or_configuration_example,,billing export,
Google Cloud Platform,Cloud,command_or_configuration_example,,gcloud compute instances list,
Google Cloud Platform,Cloud,command_or_configuration_example,,gcloud compute networks list,
Google Cloud Platform,Cloud,command_or_configuration_example,,gcloud config list,
Google Cloud Platform,Cloud,command_or_configuration_example,,gcloud iam service-accounts list,
Google Cloud Platform,Cloud,command_or_configuration_example,,gcloud logging sinks list,
Google Cloud Platform,Cloud,command_or_configuration_example,,gcloud monitoring policies list,
Google Cloud Platform,Cloud,command_or_configuration_example,,gcloud projects list,
Google Cloud Platform,Cloud,command_or_configuration_example,,gcloud resource-manager org-policies list,
Google Cloud Platform,Cloud,command_or_configuration_example,,gcloud sql instances list,
Google Cloud Platform,Cloud,command_or_configuration_example,,gcloud storage ls,
Google Cloud Platform,Cloud,command_or_configuration_example,,organization policy,
Google Cloud Platform,Cloud,command_or_configuration_example,,shared VPC,
Google Cloud Platform,Cloud,company_workflow,Beginner,Beginner,"A junior engineer uses a sandbox project, service account, labels, budget alert, and cleans up resources after validation."
Google Cloud Platform,Cloud,lesson,Beginner,Projects And Billing,
Google Cloud Platform,Cloud,lesson,Beginner,Iam,
Google Cloud Platform,Cloud,lesson,Beginner,Compute Engine,
Google Cloud Platform,Cloud,lesson,Beginner,Cloud Storage,
Google Cloud Platform,Cloud,practice_lab,Beginner,gcp-lab-1 — Beginner company lab,"Design a project with compute, storage, identity, and budget safeguards."
Google Cloud Platform,Cloud,company_workflow,Intermediate,Intermediate,"An engineer deploys a multi-tier service, configures private networking and monitoring, and validates backup recovery."
Google Cloud Platform,Cloud,lesson,Intermediate,Vpc And Load Balancing,
Google Cloud Platform,Cloud,lesson,Intermediate,Cloud Sql,
Google Cloud Platform,Cloud,lesson,Intermediate,Cloud Monitoring,
Google Cloud Platform,Cloud,lesson,Intermediate,Cloud Dns,
Google Cloud Platform,Cloud,practice_lab,Intermediate,gcp-lab-2 — Intermediate company lab,Troubleshoot a service that fails through the load balancer but works directly.
Google Cloud Platform,Cloud,company_workflow,Advanced,Advanced,"A senior engineer defines folders and guardrails, eliminates static keys, centralizes logs, and tests regional failover."
Google Cloud Platform,Cloud,lesson,Advanced,Organization Policies,
Google Cloud Platform,Cloud,lesson,Advanced,Workload Identity,
Google Cloud Platform,Cloud,lesson,Advanced,Event Systems,
Google Cloud Platform,Cloud,lesson,Advanced,Disaster Recovery,
Google Cloud Platform,Cloud,practice_lab,Advanced,gcp-lab-3 — Advanced company lab,Design a governed folder/project structure and recovery plan.
Google Cloud Platform,Cloud,company_workflow,Master,Master,"A cloud lead creates reusable foundations, shared VPCs, budgets, service catalogs, and architecture standards."
Google Cloud Platform,Cloud,lesson,Master,Landing Zones,
Google Cloud Platform,Cloud,lesson,Master,Data Platform,
Google Cloud Platform,Cloud,lesson,Master,Finops,
Google Cloud Platform,Cloud,lesson,Master,Global Architecture,
Google Cloud Platform,Cloud,practice_lab,Master,gcp-lab-4 — Master company lab,Design a GCP landing zone and internal developer platform.
Google Cloud Platform,Cloud,company_ticket,Beginner,"BILL-1501 — Design a project with compute, storage, identity, and budget safeguards","Design a project with compute, storage, identity, and budget safeguards. Business impact: Internal team productivity"
Google Cloud Platform,Cloud,company_ticket,Intermediate,BILL-1502 — Troubleshoot a service that fails through the load balancer but works directly,Troubleshoot a service that fails through the load balancer but works directly. Business impact: Staging reliability and release flow
Google Cloud Platform,Cloud,company_ticket,Advanced,BILL-1503 — Design a governed folder/project structure and recovery plan,Design a governed folder/project structure and recovery plan. Business impact: Customer-facing production reliability
Google Cloud Platform,Cloud,company_ticket,Master,BILL-1504 — Design a GCP landing zone and internal developer platform,"Design a GCP landing zone and internal developer platform. Business impact: Enterprise platform, governance, and business continuity"
Google Cloud Platform,Cloud,production_incident,SEV-1,INC-015 — Production degradation involving Google Cloud Platform,Design a governed folder/project structure and recovery plan. Customer impact: Customer-facing production reliability
Google Cloud Platform,Cloud,enterprise_capstone,Master,CAP-015 — Enterprise Google Cloud Platform delivery project,"Design, implement, validate, secure, document, and operationalize a company-grade solution using Google Cloud Platform as part of an end-to-end DevOps platform."
"Prometheus, Grafana & Observability",Operations,command_or_configuration_example,,burn-rate alerts,
"Prometheus, Grafana & Observability",Operations,command_or_configuration_example,,histogram_quantile,
"Prometheus, Grafana & Observability",Operations,command_or_configuration_example,,increase(errors_total[10m]),
"Prometheus, Grafana & Observability",Operations,command_or_configuration_example,,label_replace,
"Prometheus, Grafana & Observability",Operations,command_or_configuration_example,,promtool check config,
"Prometheus, Grafana & Observability",Operations,command_or_configuration_example,,rate(http_requests_total[5m]),
"Prometheus, Grafana & Observability",Operations,command_or_configuration_example,,retention tiers,
"Prometheus, Grafana & Observability",Operations,command_or_configuration_example,,sampling policy,
"Prometheus, Grafana & Observability",Operations,command_or_configuration_example,,sum by (service),
"Prometheus, Grafana & Observability",Operations,command_or_configuration_example,,telemetry contracts,
"Prometheus, Grafana & Observability",Operations,command_or_configuration_example,,topk,
"Prometheus, Grafana & Observability",Operations,command_or_configuration_example,,up,
"Prometheus, Grafana & Observability",Operations,company_workflow,Beginner,Beginner,"A junior engineer checks target health, runs a basic query, reads a dashboard, and links an alert to a runbook."
"Prometheus, Grafana & Observability",Operations,lesson,Beginner,Metrics And Labels,
"Prometheus, Grafana & Observability",Operations,lesson,Beginner,Prometheus Scraping,
"Prometheus, Grafana & Observability",Operations,lesson,Beginner,Grafana Dashboards,
"Prometheus, Grafana & Observability",Operations,lesson,Beginner,Basic Alerts,
"Prometheus, Grafana & Observability",Operations,practice_lab,Beginner,observability-lab-1 — Beginner company lab,"Create a service dashboard with traffic, errors, latency, and saturation."
"Prometheus, Grafana & Observability",Operations,company_workflow,Intermediate,Intermediate,"An engineer adds recording rules, removes noisy alerts, routes notifications, and validates exporter failure behavior."
"Prometheus, Grafana & Observability",Operations,lesson,Intermediate,Recording Rules,
"Prometheus, Grafana & Observability",Operations,lesson,Intermediate,Alertmanager,
"Prometheus, Grafana & Observability",Operations,lesson,Intermediate,Exporters,
"Prometheus, Grafana & Observability",Operations,lesson,Intermediate,Dashboard Design,
"Prometheus, Grafana & Observability",Operations,practice_lab,Intermediate,observability-lab-2 — Intermediate company lab,Design alerts that identify user impact without paging on harmless symptoms.
"Prometheus, Grafana & Observability",Operations,company_workflow,Advanced,Advanced,"A senior engineer defines SLIs, controls cardinality, scales storage, and correlates traces, logs, and metrics."
"Prometheus, Grafana & Observability",Operations,lesson,Advanced,Slos And Error Budgets,
"Prometheus, Grafana & Observability",Operations,lesson,Advanced,High Availability,
"Prometheus, Grafana & Observability",Operations,lesson,Advanced,Cardinality,
"Prometheus, Grafana & Observability",Operations,lesson,Advanced,Tracing Integration,
"Prometheus, Grafana & Observability",Operations,practice_lab,Advanced,observability-lab-3 — Advanced company lab,Implement multi-window burn-rate alerting for an API SLO.
"Prometheus, Grafana & Observability",Operations,company_workflow,Master,Master,"A platform lead defines telemetry standards, tenant boundaries, retention, cost allocation, and adoption scorecards."
"Prometheus, Grafana & Observability",Operations,lesson,Master,Observability Platform,
"Prometheus, Grafana & Observability",Operations,lesson,Master,Governance,
"Prometheus, Grafana & Observability",Operations,lesson,Master,Cost Controls,
"Prometheus, Grafana & Observability",Operations,lesson,Master,Incident Learning,
"Prometheus, Grafana & Observability",Operations,practice_lab,Master,observability-lab-4 — Master company lab,Design an observability platform for 100 services with measurable reliability outcomes.
"Prometheus, Grafana & Observability",Operations,company_ticket,Beginner,"BILL-1601 — Create a service dashboard with traffic, errors, latency, and saturation","Create a service dashboard with traffic, errors, latency, and saturation. Business impact: Internal team productivity"
"Prometheus, Grafana & Observability",Operations,company_ticket,Intermediate,BILL-1602 — Design alerts that identify user impact without paging on harmless symptoms,Design alerts that identify user impact without paging on harmless symptoms. Business impact: Staging reliability and release flow
"Prometheus, Grafana & Observability",Operations,company_ticket,Advanced,BILL-1603 — Implement multi-window burn-rate alerting for an API SLO,Implement multi-window burn-rate alerting for an API SLO. Business impact: Customer-facing production reliability
"Prometheus, Grafana & Observability",Operations,company_ticket,Master,BILL-1604 — Design an observability platform for 100 services with measurable reliability outcomes,"Design an observability platform for 100 services with measurable reliability outcomes. Business impact: Enterprise platform, governance, and business continuity"
"Prometheus, Grafana & Observability",Operations,production_incident,SEV-2,"INC-016 — Production degradation involving Prometheus, Grafana & Observability",Implement multi-window burn-rate alerting for an API SLO. Customer impact: Customer-facing production reliability
"Prometheus, Grafana & Observability",Operations,enterprise_capstone,Master,"CAP-016 — Enterprise Prometheus, Grafana & Observability delivery project","Design, implement, validate, secure, document, and operationalize a company-grade solution using Prometheus, Grafana & Observability as part of an end-to-end DevOps platform."
Centralized Logging & OpenSearch/ELK,Operations,command_or_configuration_example,,archive tiers,
Centralized Logging & OpenSearch/ELK,Operations,command_or_configuration_example,,field caps,
Centralized Logging & OpenSearch/ELK,Operations,command_or_configuration_example,,grep request_id,
Centralized Logging & OpenSearch/ELK,Operations,command_or_configuration_example,,grok patterns,
Centralized Logging & OpenSearch/ELK,Operations,command_or_configuration_example,,index templates,
Centralized Logging & OpenSearch/ELK,Operations,command_or_configuration_example,,journalctl -o json,
Centralized Logging & OpenSearch/ELK,Operations,command_or_configuration_example,,JSON fields,
Centralized Logging & OpenSearch/ELK,Operations,command_or_configuration_example,,lifecycle policies,
Centralized Logging & OpenSearch/ELK,Operations,command_or_configuration_example,,mapping templates,
Centralized Logging & OpenSearch/ELK,Operations,command_or_configuration_example,,retention matrix,
Centralized Logging & OpenSearch/ELK,Operations,command_or_configuration_example,,snapshot and restore,
Centralized Logging & OpenSearch/ELK,Operations,command_or_configuration_example,,tenant quotas,
Centralized Logging & OpenSearch/ELK,Operations,company_workflow,Beginner,Beginner,"A junior engineer confirms logs are emitted as structured events, finds a request ID, and records the timeline."
Centralized Logging & OpenSearch/ELK,Operations,lesson,Beginner,Structured Logging,
Centralized Logging & OpenSearch/ELK,Operations,lesson,Beginner,Collectors,
Centralized Logging & OpenSearch/ELK,Operations,lesson,Beginner,Indexes,
Centralized Logging & OpenSearch/ELK,Operations,lesson,Beginner,Search Basics,
Centralized Logging & OpenSearch/ELK,Operations,practice_lab,Beginner,logging-lab-1 — Beginner company lab,Convert plain application logs into structured events and search an incident timeline.
Centralized Logging & OpenSearch/ELK,Operations,company_workflow,Intermediate,Intermediate,"An engineer parses events, routes indexes, applies retention, creates operational views, and restricts sensitive data."
Centralized Logging & OpenSearch/ELK,Operations,lesson,Intermediate,Pipelines And Parsing,
Centralized Logging & OpenSearch/ELK,Operations,lesson,Intermediate,Index Lifecycle,
Centralized Logging & OpenSearch/ELK,Operations,lesson,Intermediate,Dashboards,
Centralized Logging & OpenSearch/ELK,Operations,lesson,Intermediate,Access Control,
Centralized Logging & OpenSearch/ELK,Operations,practice_lab,Intermediate,logging-lab-2 — Intermediate company lab,"Build an ingestion pipeline for web, application, and audit logs."
Centralized Logging & OpenSearch/ELK,Operations,company_workflow,Advanced,Advanced,"A senior engineer controls mappings, shard growth, redaction, recovery, and correlation with metrics and traces."
Centralized Logging & OpenSearch/ELK,Operations,lesson,Advanced,Cluster Scaling,
Centralized Logging & OpenSearch/ELK,Operations,lesson,Advanced,Schema Governance,
Centralized Logging & OpenSearch/ELK,Operations,lesson,Advanced,Pii Controls,
Centralized Logging & OpenSearch/ELK,Operations,lesson,Advanced,Cross-Signal Correlation,
Centralized Logging & OpenSearch/ELK,Operations,practice_lab,Advanced,logging-lab-3 — Advanced company lab,Recover a degraded logging cluster and prevent repeat shard exhaustion.
Centralized Logging & OpenSearch/ELK,Operations,company_workflow,Master,Master,"A platform lead defines data classes, retention tiers, legal holds, chargeback, and self-service onboarding."
Centralized Logging & OpenSearch/ELK,Operations,lesson,Master,Logging Platform,
Centralized Logging & OpenSearch/ELK,Operations,lesson,Master,Compliance Retention,
Centralized Logging & OpenSearch/ELK,Operations,lesson,Master,Cost Optimization,
Centralized Logging & OpenSearch/ELK,Operations,lesson,Master,Tenant Governance,
Centralized Logging & OpenSearch/ELK,Operations,practice_lab,Master,logging-lab-4 — Master company lab,Design a compliant logging platform for engineering and security teams.
Centralized Logging & OpenSearch/ELK,Operations,company_ticket,Beginner,BILL-1701 — Convert plain application logs into structured events and search an incident timeline,Convert plain application logs into structured events and search an incident timeline. Business impact: Internal team productivity
Centralized Logging & OpenSearch/ELK,Operations,company_ticket,Intermediate,"BILL-1702 — Build an ingestion pipeline for web, application, and audit logs","Build an ingestion pipeline for web, application, and audit logs. Business impact: Staging reliability and release flow"
Centralized Logging & OpenSearch/ELK,Operations,company_ticket,Advanced,BILL-1703 — Recover a degraded logging cluster and prevent repeat shard exhaustion,Recover a degraded logging cluster and prevent repeat shard exhaustion. Business impact: Customer-facing production reliability
Centralized Logging & OpenSearch/ELK,Operations,company_ticket,Master,BILL-1704 — Design a compliant logging platform for engineering and security teams,"Design a compliant logging platform for engineering and security teams. Business impact: Enterprise platform, governance, and business continuity"
Centralized Logging & OpenSearch/ELK,Operations,production_incident,SEV-2,INC-017 — Production degradation involving Centralized Logging & OpenSearch/ELK,Recover a degraded logging cluster and prevent repeat shard exhaustion. Customer impact: Customer-facing production reliability
Centralized Logging & OpenSearch/ELK,Operations,enterprise_capstone,Master,CAP-017 — Enterprise Centralized Logging & OpenSearch/ELK delivery project,"Design, implement, validate, secure, document, and operationalize a company-grade solution using Centralized Logging & OpenSearch/ELK as part of an end-to-end DevOps platform."
DevSecOps & Supply-Chain Security,Security,command_or_configuration_example,,admission policy,
DevSecOps & Supply-Chain Security,Security,command_or_configuration_example,,control mapping,
DevSecOps & Supply-Chain Security,Security,command_or_configuration_example,,dependency scan,
DevSecOps & Supply-Chain Security,Security,command_or_configuration_example,,evidence automation,
DevSecOps & Supply-Chain Security,Security,command_or_configuration_example,,generate SBOM,
DevSecOps & Supply-Chain Security,Security,command_or_configuration_example,,least privilege review,
DevSecOps & Supply-Chain Security,Security,command_or_configuration_example,,policy evaluate,
DevSecOps & Supply-Chain Security,Security,command_or_configuration_example,,risk acceptance,
DevSecOps & Supply-Chain Security,Security,command_or_configuration_example,,scan image,
DevSecOps & Supply-Chain Security,Security,command_or_configuration_example,,scan source,
DevSecOps & Supply-Chain Security,Security,command_or_configuration_example,,scan Terraform,
DevSecOps & Supply-Chain Security,Security,command_or_configuration_example,,secret scan,
DevSecOps & Supply-Chain Security,Security,command_or_configuration_example,,sign artifact,
DevSecOps & Supply-Chain Security,Security,command_or_configuration_example,,verify provenance,
DevSecOps & Supply-Chain Security,Security,company_workflow,Beginner,Beginner,"A developer removes hard-coded secrets, fixes critical findings, and records an approved exception when necessary."
DevSecOps & Supply-Chain Security,Security,lesson,Beginner,Least Privilege,
DevSecOps & Supply-Chain Security,Security,lesson,Beginner,Secret Handling,
DevSecOps & Supply-Chain Security,Security,lesson,Beginner,Basic Scanning,
DevSecOps & Supply-Chain Security,Security,lesson,Beginner,Secure Defaults,
DevSecOps & Supply-Chain Security,Security,practice_lab,Beginner,devsecops-lab-1 — Beginner company lab,Identify and remediate secrets and vulnerable dependencies in a sample repository.
DevSecOps & Supply-Chain Security,Security,company_workflow,Intermediate,Intermediate,"An engineer integrates multiple scanners, deduplicates findings, applies severity thresholds, and avoids blocking on low-confidence noise."
DevSecOps & Supply-Chain Security,Security,lesson,Intermediate,Sast And Dast,
DevSecOps & Supply-Chain Security,Security,lesson,Intermediate,Container Scanning,
DevSecOps & Supply-Chain Security,Security,lesson,Intermediate,Iac Scanning,
DevSecOps & Supply-Chain Security,Security,lesson,Intermediate,Policy Gates,
DevSecOps & Supply-Chain Security,Security,practice_lab,Intermediate,devsecops-lab-2 — Intermediate company lab,Build a risk-based pipeline gate with evidence and exception expiry.
DevSecOps & Supply-Chain Security,Security,company_workflow,Advanced,Advanced,"A senior engineer produces provenance, signs artifacts, uses short-lived identity, models threats, and monitors runtime drift."
DevSecOps & Supply-Chain Security,Security,lesson,Advanced,Sbom And Signing,
DevSecOps & Supply-Chain Security,Security,lesson,Advanced,Oidc,
DevSecOps & Supply-Chain Security,Security,lesson,Advanced,Threat Modeling,
DevSecOps & Supply-Chain Security,Security,lesson,Advanced,Runtime Controls,
DevSecOps & Supply-Chain Security,Security,practice_lab,Advanced,devsecops-lab-3 — Advanced company lab,Secure a container supply chain from commit to production admission.
DevSecOps & Supply-Chain Security,Security,company_workflow,Master,Master,"A security platform lead provides reusable controls, measures risk reduction, maps evidence to controls, and runs response exercises."
DevSecOps & Supply-Chain Security,Security,lesson,Master,Security Platform,
DevSecOps & Supply-Chain Security,Security,lesson,Master,Risk Governance,
DevSecOps & Supply-Chain Security,Security,lesson,Master,Compliance Evidence,
DevSecOps & Supply-Chain Security,Security,lesson,Master,Incident Response,
DevSecOps & Supply-Chain Security,Security,practice_lab,Master,devsecops-lab-4 — Master company lab,Design a DevSecOps operating model for regulated software delivery.
DevSecOps & Supply-Chain Security,Security,company_ticket,Beginner,BILL-1801 — Identify and remediate secrets and vulnerable dependencies in a sample repository,Identify and remediate secrets and vulnerable dependencies in a sample repository. Business impact: Internal team productivity
DevSecOps & Supply-Chain Security,Security,company_ticket,Intermediate,BILL-1802 — Build a risk-based pipeline gate with evidence and exception expiry,Build a risk-based pipeline gate with evidence and exception expiry. Business impact: Staging reliability and release flow
DevSecOps & Supply-Chain Security,Security,company_ticket,Advanced,BILL-1803 — Secure a container supply chain from commit to production admission,Secure a container supply chain from commit to production admission. Business impact: Customer-facing production reliability
DevSecOps & Supply-Chain Security,Security,company_ticket,Master,BILL-1804 — Design a DevSecOps operating model for regulated software delivery,"Design a DevSecOps operating model for regulated software delivery. Business impact: Enterprise platform, governance, and business continuity"
DevSecOps & Supply-Chain Security,Security,production_incident,SEV-1,INC-018 — Production degradation involving DevSecOps & Supply-Chain Security,Secure a container supply chain from commit to production admission. Customer impact: Customer-facing production reliability
DevSecOps & Supply-Chain Security,Security,enterprise_capstone,Master,CAP-018 — Enterprise DevSecOps & Supply-Chain Security delivery project,"Design, implement, validate, secure, document, and operationalize a company-grade solution using DevSecOps & Supply-Chain Security as part of an end-to-end DevOps platform."
SRE & Incident Management,Operations,command_or_configuration_example,,availability SLI,
SRE & Incident Management,Operations,command_or_configuration_example,,capacity model,
SRE & Incident Management,Operations,command_or_configuration_example,,check dashboard,
SRE & Incident Management,Operations,command_or_configuration_example,,communications lead,
SRE & Incident Management,Operations,command_or_configuration_example,,declare incident,
SRE & Incident Management,Operations,command_or_configuration_example,,error budget,
SRE & Incident Management,Operations,command_or_configuration_example,,incident commander,
SRE & Incident Management,Operations,command_or_configuration_example,,latency SLI,
SRE & Incident Management,Operations,command_or_configuration_example,,open runbook,
SRE & Incident Management,Operations,command_or_configuration_example,,operations lead,
SRE & Incident Management,Operations,command_or_configuration_example,,record timeline,
SRE & Incident Management,Operations,command_or_configuration_example,,reliability roadmap,
SRE & Incident Management,Operations,command_or_configuration_example,,risk register,
SRE & Incident Management,Operations,command_or_configuration_example,,service tiering,
SRE & Incident Management,Operations,command_or_configuration_example,,toil register,
SRE & Incident Management,Operations,company_workflow,Beginner,Beginner,"A junior responder acknowledges an alert, checks the runbook, gathers evidence, communicates status, and escalates early."
SRE & Incident Management,Operations,lesson,Beginner,Service Health,
SRE & Incident Management,Operations,lesson,Beginner,Runbooks,
SRE & Incident Management,Operations,lesson,Beginner,On-Call Basics,
SRE & Incident Management,Operations,lesson,Beginner,Incident Severity,
SRE & Incident Management,Operations,practice_lab,Beginner,sre-lab-1 — Beginner company lab,Respond to a simulated service outage using a clear incident checklist.
SRE & Incident Management,Operations,company_workflow,Intermediate,Intermediate,"An engineer defines user-centered indicators, reviews budget consumption, writes a blameless postmortem, and automates repetitive work."
SRE & Incident Management,Operations,lesson,Intermediate,Slis And Slos,
SRE & Incident Management,Operations,lesson,Intermediate,Error Budgets,
SRE & Incident Management,Operations,lesson,Intermediate,Postmortems,
SRE & Incident Management,Operations,lesson,Intermediate,Toil Reduction,
SRE & Incident Management,Operations,practice_lab,Intermediate,sre-lab-2 — Intermediate company lab,Create an SLO and postmortem for an API with recurring latency incidents.
SRE & Incident Management,Operations,company_workflow,Advanced,Advanced,"A senior engineer coordinates roles, manages communications, models demand, tests failure modes, and negotiates dependency objectives."
SRE & Incident Management,Operations,lesson,Advanced,Incident Command,
SRE & Incident Management,Operations,lesson,Advanced,Capacity Planning,
SRE & Incident Management,Operations,lesson,Advanced,Chaos Testing,
SRE & Incident Management,Operations,lesson,Advanced,Dependency Reliability,
SRE & Incident Management,Operations,practice_lab,Advanced,sre-lab-3 — Advanced company lab,Run a game day for loss of a critical dependency and produce actions.
SRE & Incident Management,Operations,company_workflow,Master,Master,"An SRE lead aligns investment with risk, creates reliability tiers, governs exceptions, and reports business impact."
SRE & Incident Management,Operations,lesson,Master,Reliability Strategy,
SRE & Incident Management,Operations,lesson,Master,Organizational Incentives,
SRE & Incident Management,Operations,lesson,Master,Platform Resilience,
SRE & Incident Management,Operations,lesson,Master,Executive Reporting,
SRE & Incident Management,Operations,practice_lab,Master,sre-lab-4 — Master company lab,Design a reliability program for a portfolio of business-critical services.
SRE & Incident Management,Operations,company_ticket,Beginner,BILL-1901 — Respond to a simulated service outage using a clear incident checklist,Respond to a simulated service outage using a clear incident checklist. Business impact: Internal team productivity
SRE & Incident Management,Operations,company_ticket,Intermediate,BILL-1902 — Create an SLO and postmortem for an API with recurring latency incidents,Create an SLO and postmortem for an API with recurring latency incidents. Business impact: Staging reliability and release flow
SRE & Incident Management,Operations,company_ticket,Advanced,BILL-1903 — Run a game day for loss of a critical dependency and produce actions,Run a game day for loss of a critical dependency and produce actions. Business impact: Customer-facing production reliability
SRE & Incident Management,Operations,company_ticket,Master,BILL-1904 — Design a reliability program for a portfolio of business-critical services,"Design a reliability program for a portfolio of business-critical services. Business impact: Enterprise platform, governance, and business continuity"
SRE & Incident Management,Operations,production_incident,SEV-2,INC-019 — Production degradation involving SRE & Incident Management,Run a game day for loss of a critical dependency and produce actions. Customer impact: Customer-facing production reliability
SRE & Incident Management,Operations,enterprise_capstone,Master,CAP-019 — Enterprise SRE & Incident Management delivery project,"Design, implement, validate, secure, document, and operationalize a company-grade solution using SRE & Incident Management as part of an end-to-end DevOps platform."
System Design & Platform Engineering,Architecture,command_or_configuration_example,,architecture decision record,
System Design & Platform Engineering,Architecture,command_or_configuration_example,,backpressure,
System Design & Platform Engineering,Architecture,command_or_configuration_example,,capacity estimate,
System Design & Platform Engineering,Architecture,command_or_configuration_example,,circuit breaker,
System Design & Platform Engineering,Architecture,command_or_configuration_example,,context diagram,
